slug,name,re,cl_0,cl_alpha_2d,cl_max,alpha_stall,cd_0,cm_ac,cd_min,alpha_minD_deg,k_drag,thickness_pct,camber_pct
hs1712-il,HAM-STD HS1-712 AIRFOIL,1000000,0.7288,5.653,1.8657,16.75,0.00879,-0.1657,0.008010,-2.7500,0.000082,11.98,4.78
hsnlf213-il,HSNLF(1)-0213 AIRFOIL,1000000,0.1059,6.363,1.4324,16.75,0.00766,-0.0092,0.006250,-2.2500,0.000087,13.25,1.37
ht05-il,HT05,1000000,-0.0014,6.267,0.8941,8.75,0.00606,0.0000,0.005130,-1.0000,0.000435,4.81,0.00
ht08-il,HT08,1000000,0.0000,6.294,0.8827,8.25,0.00320,0.0000,0.003200,0.0000,0.000484,5.00,0.07
ht12-il,HT12,1000000,0.0003,6.301,0.9049,8.75,0.00338,0.0000,0.003380,0.0000,0.000303,5.02,0.00
ht22-il,HT22,1000000,0.0812,6.299,1.3946,13.25,0.00427,-0.0070,0.004270,0.0000,0.000157,5.08,1.07
ht23-il,HT23,1000000,0.0758,6.359,1.4150,13.50,0.00472,-0.0041,0.004720,0.0000,0.000133,6.51,1.08
isa571-il,I.S.A. 571,1000000,0.4551,6.000,1.4524,11.75,0.00811,-0.0785,0.006630,1.2500,0.000222,7.37,4.33
isa960-il,I.S.A. 960,1000000,0.5344,6.025,1.5532,13.00,0.01157,-0.0869,0.010420,1.0000,0.000158,9.46,5.71
isa961-il,I.S.A. 961,1000000,0.5363,5.964,1.5220,11.50,0.00913,-0.0851,0.007710,-2.2500,0.000096,9.27,5.67
isa962-il,I.S.A. 962,1000000,0.5900,6.078,1.7109,14.50,0.00810,-0.0915,0.006880,1.2500,0.000145,9.58,5.93
j5012-il,J5012   12%,1000000,0.0047,6.062,1.2137,15.50,0.00491,0.0000,0.004900,-0.2500,0.000110,12.00,0.00
jn153-il,JN-153 AIRFOIL,1000000,0.8785,6.602,2.2454,13.75,0.01383,-0.1552,0.012280,2.5000,0.000040,17.57,8.35
joukowsk-il,12% JOUKOWSKI AIRFOIL,1000000,-0.0010,6.481,1.4307,15.25,0.00626,0.0000,0.006260,-0.2500,0.000077,11.80,0.00
joukowsk0009-jf,Joukovsky f=0% t=9%,1000000,0.0003,6.365,1.2825,13.00,0.00538,0.0000,0.005380,-0.2500,0.000115,9.00,0.00
joukowsk0015-jf,Joukovsky f=0% t=15%,1000000,-0.0007,6.585,1.4485,15.75,0.00697,0.0000,0.006970,-0.2500,0.000061,14.99,0.00
joukowsk0018-jf,Joukovsky f=0% t=18%,1000000,-0.0007,6.697,1.4216,16.00,0.00760,0.0000,0.007590,-0.2500,0.000053,17.98,0.00
joukowsk0021-jf,Joukovsky f=0% t=21%,1000000,-0.0008,6.735,1.3698,16.75,0.00819,0.0000,0.008190,0.0000,0.000052,21.00,0.00
k1-il,NYU/GRUMMAN K-1 AIRFOIL,1000000,0.2893,6.302,1.6220,15.25,0.00523,-0.0859,0.005230,-0.2500,0.000144,11.59,1.96
k2-il,GRUMMAN K-2 AIRFOIL,1000000,0.1008,6.786,1.2071,11.00,0.00521,-0.0773,0.004930,1.0000,0.000312,10.27,2.45
k3-il,GRUMMAN K-3 AIRFOIL,1000000,0.5629,5.554,1.6861,15.75,0.00671,-0.1550,0.006470,-2.0000,0.000129,17.31,1.70
k3311-il,K3311  (original),1000000,0.3801,6.015,1.3605,14.50,0.00622,-0.0750,0.005470,1.5000,0.000181,11.00,3.25
k3311sm-il,K3311 (smoothed),1000000,0.3819,6.133,1.4328,14.50,0.00575,-0.0747,0.005310,1.0000,0.000144,11.03,3.23
kc135a-il,KC-135 BL52.44 AIRFOIL,1000000,0.1499,6.181,1.3279,17.00,0.00672,-0.0166,0.006670,-1.5000,0.000060,15.49,1.58
kc135b-il,KC-135 BL124.32 AIRFOIL,1000000,0.1612,6.113,1.2881,14.25,0.00597,-0.0198,0.005940,0.7500,0.000122,12.98,1.57
kc135c-il,KC-135 BL200.76 AIRFOIL,1000000,0.1801,6.045,1.2142,13.75,0.00536,-0.0239,0.005110,2.2500,0.000220,10.59,1.66
kc135d-il,KC-135 BL351.6 AIRFOIL,1000000,0.2381,5.938,1.1932,11.50,0.00710,-0.0394,0.004580,1.2500,0.000246,8.99,2.00
kc135winglet-il,KC-135 Winglet (supercritical Whitcomb),1000000,0.5467,6.129,1.7374,13.50,0.00527,-0.1265,0.005100,-0.7500,0.000144,7.96,2.41
kenmar-il,KENNEDY AND MARSDEN AIRFOIL,1000000,0.9316,7.082,1.9970,10.50,0.01786,-0.1960,0.017610,-1.5000,0.000106,27.92,7.70
l1003-il,LIEBECK L1003 AIRFOIL,1000000,0.3666,6.630,1.3262,8.25,0.01503,-0.0363,0.012390,7.2500,0.000268,17.69,6.53
l188root-il,LOCKHEED L-188 ROOT AIRFOIL,1000000,0.2624,6.041,1.5536,18.25,0.00572,-0.0620,0.005710,-0.7500,0.000095,13.99,2.00
l188tip-il,LOCKHEED L-188 TIP AIRFOIL,1000000,0.3519,5.894,1.5677,17.50,0.00520,-0.0833,0.005190,0.2500,0.000129,11.99,2.66
l7769-il,LISSAMAN 7769 AIRFOIL,1000000,0.2678,6.543,1.4731,11.75,0.00870,-0.0262,0.006700,3.0000,0.000147,10.98,4.43
la203a-il,DOUGLAS LA203A AIRFOIL,1000000,0.7843,6.732,1.7549,17.00,0.00862,-0.1762,0.007420,1.2500,0.000190,15.73,5.48
la2573a-il,LA2573A,1000000,0.0776,6.364,1.3460,12.00,0.01009,0.0180,0.007000,2.0000,0.000095,13.70,3.19
la5055-il,LIEBECK LA5055 AIRFOIL,1000000,0.4544,6.574,1.4834,19.25,0.01122,-0.0686,0.007370,4.2500,0.000388,15.93,5.93
lds2-il,LDS-2 AIRFOIL,1000000,0.2523,6.202,1.5129,17.25,0.00558,-0.0454,0.005200,1.5000,0.000142,11.97,2.16
lg10sc-il,LOCKHEED-GEORGIA SUPERCRITICAL AIRFOIL,1000000,0.1177,6.441,1.5116,15.50,0.00490,-0.0049,0.004720,-0.5000,0.000085,10.00,1.47
lnv109a-il,LNV109A,1000000,0.4004,6.614,1.8345,13.25,0.01168,-0.0510,0.008450,4.7500,0.000177,12.99,5.97
lrn1007-il,lrn1007,1000000,0.4604,5.353,1.1396,8.25,0.01105,-0.0951,0.006050,2.7500,0.001349,7.27,5.90
lrn1015-il,NASA LRN 1015 (NASA TM 102840),1000000,0.5632,5.593,1.6106,18.75,0.00660,-0.1015,0.006510,-0.7500,0.000123,15.19,4.89
ls013-il,NASA/LANGLEY LS(1)-0013 AIRFOIL,1000000,-0.0014,6.646,1.4547,16.25,0.00589,0.0000,0.005890,0.0000,0.000108,12.86,0.00
ls413-il,NASA/LANGLEY LS(1)-0413 (GA(W)-2) AIRFOIL,1000000,0.5011,6.219,1.7703,17.00,0.00603,-0.1156,0.005780,-2.5000,0.000088,12.93,2.14
ls413mod-il,NASA/LANGLEY LS(1)-0413MOD AIRFOIL,1000000,0.4927,6.468,1.7604,15.25,0.00629,-0.1013,0.005780,-2.2500,0.000084,13.02,1.99
ls417-il,NASA/LANGLEY LS(1)-0417 (GA(W)-1) AIRFOIL,1000000,0.5193,6.117,1.7855,18.25,0.00695,-0.1184,0.006580,-3.2500,0.000087,16.98,2.17
ls417mod-il,NASA/LANGLEY LS(1)-0417MOD AIRFOIL,1000000,0.4505,6.691,1.9024,16.75,0.00892,-0.0924,0.006610,-3.0000,0.000056,17.00,2.33
ls421-il,NASA/LANGLEY LS(1)-0421 AIRFOIL,1000000,0.5081,6.002,1.7272,19.25,0.00761,-0.1147,0.007280,-3.5000,0.000096,20.89,2.14
ls421mod-il,NASA/LANGLEY LS(1)-0421MOD AIRFOIL,1000000,0.5286,6.737,1.7496,16.50,0.00831,-0.0960,0.007400,-3.7500,0.000069,20.96,2.08
lwk79100-il,LWK 79-100,1000000,0.0004,6.368,1.2871,13.75,0.00583,0.0000,0.005830,-0.7500,0.000092,9.99,0.00
lwk80080-il,LWK 80-080,1000000,0.0053,5.833,0.8584,8.75,0.00465,0.0000,0.004640,-1.0000,0.000413,8.06,0.00
lwk80100-il,LWK 80-100,1000000,-0.0022,5.580,1.0759,12.00,0.00516,0.0000,0.005100,-1.0000,0.000146,10.06,0.00
lwk80120k25-il,LWK 80-120/K25,1000000,-0.0037,5.594,1.2372,15.25,0.00555,0.0000,0.005500,-1.5000,0.000081,12.06,0.00
lwk80150k25-il,LWK 80-150/K25,1000000,-0.0089,5.471,1.3075,17.00,0.00623,0.0000,0.006050,-2.2500,0.000066,15.04,0.00
m1-il,NACA-M1 AIRFOIL,1000000,-0.0016,6.287,0.8831,8.50,0.00375,0.0000,0.003750,0.0000,0.000449,6.16,0.00
m10-il,NACA M10 AIRFOIL,1000000,0.1424,6.200,1.1338,10.00,0.00647,-0.0229,0.004360,0.5000,0.000363,6.19,1.91
m11-il,NACA M11 AIRFOIL,1000000,0.1716,6.484,1.2706,13.25,0.00730,-0.0172,0.004680,0.7500,0.000167,8.15,1.88
m12-il,NACA M12 AIRFOIL,1000000,0.1562,6.608,1.4637,15.75,0.00522,-0.0222,0.005210,0.2500,0.000111,11.93,2.05
m13-il,NACA M13 AIRFOIL,1000000,0.2906,6.003,1.2761,10.50,0.00778,-0.0464,0.006070,3.7500,0.000685,6.21,3.91
m14-il,NACA M14 AIRFOIL,1000000,0.2821,6.539,1.3896,13.50,0.00865,-0.0539,0.005760,2.5000,0.000430,8.06,3.97
m15-il,NACA M15 AIRFOIL,1000000,0.3233,6.694,1.4633,14.00,0.00815,-0.0485,0.005820,1.0000,0.000130,12.00,3.83
m16-il,NACA M16 AIRFOIL,1000000,0.2132,6.342,1.2200,10.75,0.00976,-0.0215,0.005890,3.2500,0.000658,6.15,4.11
m17-il,NACA M17 AIRFOIL,1000000,0.2313,6.501,1.3328,13.75,0.00900,-0.0213,0.005850,2.5000,0.000287,8.08,4.11
m18-il,NACA M18 AIRFOIL,1000000,0.2453,7.008,1.3936,14.25,0.00892,-0.0247,0.006230,1.7500,0.000149,12.02,4.18
m19-il,NACA M19 AIRFOIL,1000000,0.3503,6.272,1.3854,11.75,0.01333,-0.0448,0.007500,4.7500,0.000600,6.17,6.03
m2-il,NACA M2 AIRFOIL,1000000,0.0012,6.261,1.2229,12.50,0.00458,0.0000,0.004580,0.0000,0.000161,8.00,0.00
m20-il,NACA M20 AIRFOIL,1000000,0.3567,6.426,1.3918,15.75,0.01399,-0.0466,0.007050,4.2500,0.000511,8.15,6.13
m21-il,NACA M21 AIRFOIL,1000000,0.3931,6.847,1.4779,9.75,0.00946,-0.0472,0.007790,4.7500,0.000157,11.95,6.04
m22-il,NACA M22 AIRFOIL,1000000,0.2678,6.583,1.3104,11.50,0.01908,-0.0160,0.007820,5.5000,0.000516,6.25,6.30
m23-il,NACA M23 AIRFOIL,1000000,0.2967,6.694,1.3487,16.25,0.01615,-0.0188,0.007280,5.0000,0.000536,8.14,6.38
m24-il,NACA M24 AIRFOIL,1000000,0.3315,6.878,1.4577,9.50,0.01104,-0.0201,0.007460,4.0000,0.000417,11.95,6.34
m25-il,NACA M25 AIRFOIL,1000000,0.3771,6.645,1.4605,13.75,0.02798,0.0034,0.009240,5.0000,0.000729,6.27,8.23
m26-il,NACA M26 AIRFOIL,1000000,0.4333,6.563,1.4236,17.25,0.00829,-0.0435,0.007540,0.2500,0.000308,8.30,8.25
m27-il,NACA M27 AIRFOIL,1000000,0.5005,6.708,1.5790,9.25,0.01894,-0.0520,0.008980,5.5000,0.000470,11.95,8.37
m3-il,NACA M3 AIRFOIL,1000000,0.0024,6.338,1.3459,16.25,0.00495,0.0000,0.004950,0.0000,0.000128,11.90,0.00
m4-il,NACA M4 AIRFOIL,1000000,0.0667,6.408,1.1165,10.25,0.00790,0.0068,0.005010,1.5000,0.000383,6.28,2.21
m5-il,NACA M5 AIRFOIL,1000000,0.0663,6.598,1.2599,12.25,0.00780,0.0067,0.005250,1.0000,0.000184,8.21,2.07
m6-il,NACA M6 AIRFOIL,1000000,0.0985,6.853,1.3934,15.25,0.00606,0.0025,0.005550,0.5000,0.000116,12.01,2.21
m665-il,M6 (65%),1000000,0.1106,6.579,1.1404,12.50,0.00448,-0.0026,0.004430,-0.2500,0.000188,7.81,1.44
m685-il,M6 (85%),1000000,0.1332,6.770,1.2334,14.25,0.00697,-0.0043,0.005130,0.5000,0.000147,10.21,1.88
m7-il,NACA M7 AIRFOIL,1000000,0.0696,6.765,1.3673,12.50,0.01537,0.0285,0.006130,3.5000,0.000448,6.19,5.00
m8-il,NACA M8 AIRFOIL,1000000,0.5171,6.347,1.7816,14.75,0.00967,-0.0607,0.009200,1.0000,0.000094,11.72,8.04
m9-il,NACA M9 AIRFOIL,1000000,0.4393,6.346,1.6480,11.75,0.00880,-0.0515,0.008650,1.0000,0.000087,10.40,7.18
ma409-il,MA409 (original) (modified line 7),1000000,0.5114,5.649,1.2123,7.75,0.00549,-0.0990,0.005470,0.2500,0.000599,6.79,4.31
ma409sm-il,MA409 (smoothed),1000000,0.4367,5.817,1.3474,10.25,0.00486,-0.1095,0.003960,0.5000,0.000348,6.69,3.33
marsden-il,Marsden,1000000,1.1489,6.356,2.0064,9.00,0.01940,-0.2265,0.017610,-3.2500,0.000203,27.88,9.61
marske1-il,MARSKE XM-1D AIRFOIL (F14-3.0),1000000,0.0788,6.421,1.4647,13.25,0.01038,0.0295,0.007260,3.7500,0.000125,14.00,3.03
marske2-il,MARSKE PIONEER IA AIRFOIL (NACA 23112/43012A HYBRID),1000000,0.0519,6.089,1.5238,15.00,0.00679,0.0358,0.006790,0.0000,0.000060,12.05,2.69
marske3-il,MARSKE PIONEER IID ROOT AIRFOIL (NACA 431012A/24112 HYBRID),1000000,0.0569,5.940,1.5251,15.50,0.00670,0.0359,0.006700,0.0000,0.000059,12.06,2.76
marske4-il,MARSKE PIONEER IID TIP AIRFOIL (NACA 431012A*.833 HYBRID),1000000,0.0348,6.304,1.4870,14.50,0.00675,0.0414,0.006680,0.2500,0.000062,10.19,2.81
marske5-il,MARSKE MONARCH AIRFOIL (NACA 43012A),1000000,0.0614,5.966,1.6545,17.00,0.00804,0.0411,0.007280,0.2500,0.000069,12.22,3.38
marske7-il,RONCZ LOW DRAG FLYING WING AIRFOIL,1000000,0.1016,7.221,1.3408,16.50,0.00627,0.0171,0.006130,-0.2500,0.000127,12.05,2.81
mb253515sm-il,MB253515 15.0% smoothed,1000000,0.2267,6.067,1.1808,14.50,0.00593,-0.0357,0.005910,0.5000,0.000151,14.96,2.43
mh102-il,MH 102  16.99%,1000000,0.3215,6.389,1.5707,16.00,0.00812,-0.0588,0.007870,4.0000,0.000068,16.97,3.00
mh104-il,MH 104  15.28%,1000000,0.0938,6.944,1.3515,13.50,0.00705,0.0036,0.006540,2.2500,0.000091,15.26,2.00
mh106-il,MH 106  13.07%,1000000,0.0083,6.877,1.2803,14.00,0.00657,0.0158,0.006150,1.7500,0.000111,13.06,1.01
mh108-il,MH 108  11.98%,1000000,0.0084,6.951,1.3169,13.00,0.00626,0.0194,0.005960,1.0000,0.000090,11.96,1.12
mh110-il,MH 110  10.01%,1000000,-0.0336,6.965,1.0943,11.25,0.00540,0.0394,0.005400,0.0000,0.000137,9.98,1.14
mh112-il,MH 112  Airfoil,1000000,0.9101,5.453,1.9094,17.50,0.00795,-0.1995,0.007920,-0.2500,0.000115,16.29,7.34
mh113-il,MH 113  14.62%,1000000,0.8778,5.567,1.9035,16.75,0.00740,-0.1944,0.007400,0.0000,0.000108,14.67,6.87
mh114-il,MH 114  13.02%,1000000,0.8666,5.756,1.8593,15.00,0.00687,-0.1950,0.006850,-0.2500,0.000104,13.06,6.58
mh115-il,MH 115  11.06%,1000000,0.7365,5.935,1.7491,14.75,0.00634,-0.1661,0.006070,1.7500,0.000163,11.08,5.57
mh116-il,MH 116  9.84%,1000000,0.5174,5.901,1.4270,12.25,0.00542,-0.1189,0.004990,1.0000,0.000201,9.85,4.08
mh117-il,MH 117  9.8%,1000000,0.3261,6.118,1.4599,13.75,0.00547,-0.0712,0.004990,1.2500,0.000155,9.79,2.73
mh120-il,MH 120  11.57%,1000000,0.3245,6.346,1.2115,13.25,0.00517,-0.0432,0.005060,0.2500,0.000168,11.57,2.60
mh121-il,MH 121  8.76%,1000000,0.4589,5.108,1.0659,7.75,0.00511,-0.1280,0.005000,1.7500,0.001023,8.75,3.02
mh122-il,MH 122  9.32%,1000000,0.5309,5.325,1.3451,10.25,0.00533,-0.1413,0.005170,2.0000,0.000445,9.32,3.50
mh150-il,MH 150  23.89%,1000000,0.8096,6.678,2.0788,16.50,0.00973,-0.1768,0.009160,-3.7500,0.000056,23.95,5.37
mh18-il,MH 18  11.16%,1000000,0.2040,6.916,1.1614,12.00,0.00512,-0.0224,0.004990,-0.2500,0.000152,11.14,2.82
mh20-il,MH 20  9.01%,1000000,0.1280,6.547,1.0194,9.00,0.00473,-0.0080,0.004630,-0.2500,0.000244,9.00,2.04
mh200-il,MH 200  12.97%,1000000,0.3356,5.966,1.4183,14.75,0.00566,-0.0784,0.005510,-2.0000,0.000079,12.94,2.11
mh201-il,MH 201  13.08%,1000000,0.4591,5.915,1.6198,16.50,0.00568,-0.1079,0.005340,-2.2500,0.000075,13.07,2.60
mh22-il,MH 22  7.2%,1000000,0.1402,6.429,0.7289,5.50,0.00443,-0.0197,0.004370,-0.2500,0.000213,7.20,1.81
mh23-il,MH 23  8%,1000000,0.1683,6.251,0.9581,8.50,0.00438,-0.0231,0.004200,-1.0000,0.000186,7.98,1.28
mh24-il,MH 24  9.01%,1000000,0.1614,5.960,1.0190,9.00,0.00458,-0.0246,0.004540,-0.5000,0.000194,9.00,1.31
mh25-il,MH 25  9.98%,1000000,0.1805,5.727,1.1128,11.25,0.00503,-0.0304,0.004960,-0.5000,0.000134,9.98,1.47
mh26-il,MH 26  10.99%,1000000,0.1882,5.728,1.1447,12.50,0.00559,-0.0335,0.005460,-0.5000,0.000121,10.97,1.52
mh27-il,MH 27  11.99%,1000000,0.1802,5.602,1.1846,12.00,0.00630,-0.0410,0.006050,-1.5000,0.000094,11.98,1.51
mh30-il,MH 30  7.84%,1000000,0.2132,6.018,1.0892,9.50,0.00399,-0.0415,0.003930,0.2500,0.000238,7.84,1.75
mh32-il,MH 32  8.7%,1000000,0.2840,6.072,1.2873,11.25,0.00432,-0.0563,0.004260,0.2500,0.000178,8.70,2.40
mh33-il,MH33,1000000,0.1464,6.085,0.9980,9.00,0.00368,-0.0267,0.003630,-0.2500,0.000237,7.27,1.10
mh38-il,MH 38  9.68%,1000000,0.4311,6.140,1.3516,11.00,0.00576,-0.0942,0.004990,1.0000,0.000230,9.69,3.91
mh42-il,MH 42  8.94%,1000000,0.1657,6.312,1.2559,11.25,0.00471,-0.0231,0.004590,0.5000,0.000160,8.94,1.89
mh43-il,MH 43  8.5%,1000000,0.1502,6.278,1.1161,10.00,0.00460,-0.0217,0.004470,0.5000,0.000285,8.49,1.78
mh44-il,MH 44  9.66%,1000000,0.1123,6.648,1.3266,13.50,0.00476,-0.0025,0.004550,0.2500,0.000117,9.66,1.54
mh45-il,MH 45  9.85%,1000000,0.0906,6.589,1.4042,14.00,0.00525,0.0003,0.004680,0.7500,0.000119,9.85,1.71
mh46-il,MH 46  9.1%,1000000,0.1088,6.524,1.2306,12.50,0.00470,-0.0056,0.004450,0.2500,0.000148,9.10,1.53
mh60-il,MH 60  10.08%,1000000,0.1004,6.622,1.3197,13.00,0.00517,-0.0009,0.004670,0.7500,0.000128,10.08,1.82
mh61-il,MH 61  10.26%,1000000,0.0529,6.724,1.0926,11.50,0.00503,0.0093,0.004590,0.7500,0.000224,10.23,1.52
mh62-il,MH 62  9.3%,1000000,0.1013,6.501,1.2622,11.75,0.00496,-0.0049,0.004530,0.5000,0.000143,9.29,1.64
mh64-il,MH 64  8.59%,1000000,0.1002,6.401,1.1790,11.25,0.00479,-0.0086,0.004370,0.5000,0.000201,8.58,1.49
mh70-il,MH 70  11.08%,1000000,0.3089,6.311,1.5849,16.00,0.00539,-0.0507,0.005170,0.5000,0.000099,11.08,3.08
mh78-il,MH 78  14.47%,1000000,0.0119,6.519,1.6136,16.50,0.00664,0.0445,0.006640,0.0000,0.000060,14.45,2.68
mh80-il,MH 80  12.72%,1000000,0.1193,6.799,1.6371,14.50,0.00615,0.0175,0.006150,0.0000,0.000056,12.70,3.00
mh81-il,MH 81  13%,1000000,0.1947,6.677,1.7069,15.25,0.00647,0.0004,0.006330,0.2500,0.000060,12.99,3.52
mh82-il,MH 82  13.31%,1000000,0.2656,6.581,1.7810,16.00,0.00736,-0.0162,0.006550,0.7500,0.000069,13.30,4.01
mh83-il,MH 83  13.29%,1000000,0.4598,6.569,1.9556,15.75,0.00849,-0.0654,0.007330,2.0000,0.000091,13.30,5.12
mh84-il,MH 84  13.69%,1000000,0.4607,6.582,1.9102,16.00,0.00833,-0.0698,0.007860,3.0000,0.000108,13.72,4.76
mh91-il,MH 91  14.98%,1000000,0.0107,6.334,1.4520,16.00,0.00624,0.0269,0.006190,-0.7500,0.000051,14.96,1.68
mh92-il,MH 92  15.49%,1000000,-0.0051,6.363,1.4320,16.00,0.00630,0.0320,0.006220,-0.7500,0.000050,15.47,1.68
mh93-il,MH 93  15.98%,1000000,-0.0227,6.391,1.4137,16.00,0.00636,0.0373,0.006270,-0.7500,0.000049,15.97,1.67
mh94-il,MH 94  16.03%,1000000,0.2391,5.567,1.5157,19.00,0.00619,-0.0539,0.005790,-2.2500,0.000065,16.02,1.36
mh95-il,MH 95  15.86%,1000000,0.2178,5.355,1.4824,19.00,0.00588,-0.0436,0.005380,-2.0000,0.000066,15.84,1.45
miley-il,MILEY M06-13-128,1000000,0.3464,6.691,1.4076,10.00,0.01109,-0.0305,0.007690,8.0000,0.000104,12.86,5.19
mrc-16-il,MRC-16,1000000,0.3461,6.333,1.4935,16.00,0.00555,-0.0632,0.005550,0.0000,0.000094,13.90,3.12
mrc-20-il,MRC-20,1000000,0.4014,5.574,1.4915,16.25,0.00600,-0.0804,0.005980,-0.2500,0.000091,15.59,2.93
ms313-il,NASA/LANGLEY MS(1)-0313 AIRFOIL,1000000,0.3826,6.383,1.7995,17.25,0.00601,-0.0843,0.005790,-2.0000,0.000085,13.14,1.58
ms317-il,NASA/LANGLEY MS(1)-0317 AIRFOIL,1000000,0.3916,6.426,1.8203,19.25,0.00698,-0.0859,0.006480,-3.2500,0.000075,17.01,1.51
mue139-il,MUE 139,1000000,0.4260,6.521,1.7824,16.00,0.00957,-0.0604,0.008300,3.2500,0.000086,13.90,4.73
n0009sm-il,NACA-0009 9.0% smoothed,1000000,0.0027,6.773,1.2089,12.75,0.00422,0.0000,0.004220,0.0000,0.000131,9.02,0.00
n0011sc-il,NACA/LANGLEY SYMMETRICAL,1000000,-0.0026,6.580,1.2316,14.50,0.00465,-0.0004,0.004650,0.0000,0.000153,10.96,0.00
n0012-il,NACA 0012 AIRFOILS,1000000,0.0041,6.452,1.3892,15.50,0.00540,0.0000,0.005400,0.0000,0.000099,12.00,0.00
n10-il,N-10,1000000,0.5889,5.972,1.5299,12.75,0.00681,-0.0842,0.005770,-1.0000,0.000149,11.22,5.63
n11-il,N-11,1000000,0.6256,5.888,1.5594,12.75,0.00590,-0.1012,0.005780,-0.2500,0.000166,10.94,5.81
n11h9-il,NACA 11-H-09 AIRFOIL,1000000,0.2404,6.906,1.3529,16.75,0.00970,-0.0007,0.006210,2.2500,0.000256,8.99,4.52
n12-il,N-12,1000000,0.0140,6.431,1.2387,15.00,0.00519,-0.0001,0.005190,0.0000,0.000131,10.46,0.16
n13-il,N-13,1000000,0.0306,6.022,1.2236,15.00,0.00518,-0.0068,0.005100,-0.2500,0.000106,11.80,0.11
n14-il,N-14,1000000,0.0206,5.874,1.2936,16.00,0.00489,-0.0026,0.004860,0.5000,0.000124,11.48,0.05
n1h15-il,NACA 1-H-15 AIRFOIL,1000000,0.3831,6.850,1.3975,18.25,0.00976,-0.0474,0.007310,1.7500,0.000403,14.72,5.50
n22-il,N-22,1000000,0.6419,6.109,1.6231,13.50,0.00625,-0.0890,0.005850,-0.7500,0.000138,12.37,6.24
n24-il,N-24,1000000,0.7313,6.283,1.7557,14.25,0.00831,-0.0791,0.007780,0.2500,0.000154,17.02,8.61
n2414-il,NACA 2414,1000000,0.2465,6.346,1.5437,16.50,0.00625,-0.0512,0.006160,1.2500,0.000117,14.00,2.00
n2415-il,NACA 2415,1000000,0.2456,6.373,1.5448,16.50,0.00656,-0.0507,0.006480,1.2500,0.000109,15.00,2.00
n2h15-il,NACA 2-H-15 AIRFOIL,1000000,0.3341,8.300,1.4667,19.25,0.01014,-0.0401,0.007880,5.2500,0.000162,14.72,4.50
n5h10-il,NACA 5-H-10 AIRFOIL,1000000,0.0597,5.662,1.1836,13.75,0.00516,0.0120,0.005160,0.0000,0.000143,9.90,2.25
n5h15-il,NACA 5-H-15 AIRFOIL,1000000,0.1085,5.545,1.1432,18.50,0.00739,0.0032,0.005860,0.2500,0.000196,15.42,2.92
n5h20-il,NACA 5-H-20 AIRFOIL,1000000,0.2916,4.921,1.0526,19.25,0.00893,-0.0137,0.007540,0.5000,0.000173,19.90,4.45
n63010a-il,NACA 63A010 AIRFOIL,1000000,0.0020,6.170,1.0001,10.25,0.00485,0.0000,0.004850,0.0000,0.000254,9.99,0.00
n63012a-il,NACA 63012A AIRFOIL,1000000,-0.0020,6.223,1.1738,13.25,0.00540,0.0000,0.005380,-0.2500,0.000138,11.99,0.00
n63015a-il,NACA 63-015A AIRFOIL,1000000,-0.0026,6.183,1.2465,16.00,0.00613,0.0000,0.006100,-0.2500,0.000097,14.99,0.00
n63210-il,NACA 63-210 AIRFOIL,1000000,0.1706,6.066,1.4093,14.50,0.00516,-0.0419,0.005160,0.0000,0.000183,10.00,1.11
n63212-il,NACA 63-212 AIRFOIL,1000000,0.1721,6.233,1.3204,14.75,0.00557,-0.0407,0.005550,-1.0000,0.000116,12.00,1.10
n63215-il,NACA 63-215 AIRFOIL,1000000,0.1719,6.402,1.3687,16.50,0.00626,-0.0396,0.006210,-1.0000,0.000090,15.00,1.10
n63215b-il,NACA 63(2)-215 MOD B,1000000,0.1869,6.438,1.6558,18.25,0.00661,-0.0292,0.006270,-2.0000,0.000061,15.04,1.49
n63412-il,NACA 63-412 AIRFOIL,1000000,0.3364,6.122,1.4179,14.75,0.00565,-0.0792,0.005590,-0.7500,0.000124,12.00,2.20
n63415-il,NACA 63-415 AIRFOIL,1000000,0.3452,6.341,1.4713,15.50,0.00633,-0.0790,0.006260,-2.0000,0.000083,15.00,2.21
n64008a-il,NACA 64-008A AIRFOIL,1000000,-0.0001,6.077,0.7245,7.00,0.00415,0.0000,0.004150,0.0000,0.000424,8.00,0.00
n64012-il,NASA/LANGLEY 64-012 AIRFOIL,1000000,-0.0029,6.227,1.1474,14.00,0.00555,0.0000,0.005550,0.0000,0.000150,11.96,0.00
n64012a-il,NACA 64-012A AIRFOIL,1000000,-0.0024,6.154,1.1536,13.00,0.00537,0.0000,0.005370,0.0000,0.000154,11.99,0.00
n64015-il,NACA 642-015 AIRFOIL,1000000,-0.0032,6.354,1.2103,16.75,0.00627,0.0000,0.006270,0.0000,0.000111,14.96,0.00
n64015a-il,NACA 642-015A AIRFOIL,1000000,-0.0037,6.125,1.2305,16.50,0.00611,0.0000,0.006110,0.0000,0.000109,14.97,0.00
n6409-il,NACA6409 9%,1000000,0.6763,5.668,1.5608,15.00,0.00700,-0.1479,0.006030,1.5000,0.000200,9.03,6.00
n64108-il,NACA 64-108 AIRFOIL,1000000,0.0852,5.988,0.9275,8.50,0.00445,-0.0209,0.004440,-0.2500,0.000500,7.98,0.55
